Player,Birth Year,Final,Champion
Stanislav Medvedenko,1980.0,3,2
Stanley Brundy,1968.0,0,0
Stanley Jackson,1971.0,0,0
Stanley Johnson,1997.0,0,0
Stanley Roberts,1971.0,0,0
Stefano Rusconi,1969.0,0,0
Steffond Johnson,1963.0,0,0
Stephane Lasme,1983.0,0,0
Stephen Curry,1989.0,3,2
Stephen Graham,1983.0,0,0
Stephen Howard,1971.0,1,0
Stephen Jackson,1979.0,2,1
Stephen Thompson,1969.0,0,0
Stephen Zimmerman,1997.0,0,0
Stephon Marbury,1978.0,0,0
Steve Alford,1965.0,0,0
Steve Bardo,1969.0,0,0
Steve Blake,1981.0,0,0
Steve Bucknall,1967.0,0,0
Steve Burtt,1963.0,0,0
Steve Colter,1963.0,0,0
Steve Francis,1978.0,0,0
Steve Goodrich,1977.0,1,0
Steve Hamer,1974.0,0,0
Steve Harris,1964.0,2,1
Steve Hawes,1951.0,0,0
Steve Hayes,1956.0,0,0
Steve Henson,1969.0,0,0
Steve Johnson,1958.0,0,0
Steve Kerr,1966.0,5,5
Steve Lingenfelter,1959.0,0,0
Steve Mix,1948.0,4,0
Steve Nash,1975.0,0,0
Steve Novak,1984.0,1,1
Steve Scheffler,1968.0,1,0
Steve Smith,1970.0,1,1
Steve Stipanovich,1961.0,0,0
Steven Adams,1994.0,0,0
Steven Hill,1986.0,0,0
Steven Hunter,1982.0,0,0
Steven Smith,1984.0,0,0
Stevin Smith,1972.0,0,0
Stewart Granger,1962.0,0,0
Stojko Vrankovic,1964.0,0,0
Stromile Swift,1980.0,0,0
Stuart Gray,1964.0,0,0
Sun Yue,1986.0,1,1
Sundiata Gaines,1987.0,0,0
Swen Nater,1950.0,1,0
Sylvester Gray,1968.0,0,0
T.J. Ford,1984.0,0,0
T.J. McConnell,1993.0,0,0
T.J. Warren,1994.0,0,0
T.R. Dunn,1956.0,0,0
Taj Gibson,1986.0,0,0
Tamar Slay,1981.0,1,0
Tang Hamilton,1979.0,0,0
Tarence Kinsey,1985.0,0,0
Tarik Black,1992.0,0,0
Tariq Abdul-Wahad,1975.0,0,0
Tate George,1969.0,0,0
Taurean Green,1987.0,0,0
Taurean Waller-Prince,1995.0,0,0
Taylor Griffin,1987.0,0,0
Tayshaun Prince,1981.0,2,1
Tellis Frank,1966.0,0,0
Terence Morris,1979.0,0,0
Terence Stansbury,1962.0,0,0
Terrance Roberson,1977.0,0,0
Terrel Harris,1988.0,2,2
Terrell Brandon,1971.0,0,0
Terrence Jones,1992.0,0,0
Terrence Rencher,1974.0,0,0
Terrence Ross,1992.0,0,0
Terrence Williams,1988.0,0,0
Terry Catledge,1964.0,0,0
Terry Cummings,1962.0,0,0
Terry Davis,1968.0,0,0
Terry Dehere,1972.0,0,0
Terry Dozier,1967.0,0,0
Terry Duerod,1957.0,1,1
Terry Mills,1968.0,0,0
Terry Porter,1964.0,2,0
Terry Rozier,1995.0,0,0
Terry Teagle,1961.0,1,0
Terry Tyler,1957.0,0,0
Thabo Sefolosha,1985.0,1,0
Thaddeus Young,1989.0,0,0
Thanasis Antetokounmpo,1993.0,0,0
Tharon Mayes,1969.0,0,0
Theo Ratliff,1974.0,1,0
Theron Smith,1981.0,0,0
Thomas Gardner,1986.0,0,0
Thomas Hamilton,1976.0,0,0
Thomas Jordan,1969.0,0,0
Thomas Robinson,1992.0,0,0
Thon Maker,1998.0,0,0
Thurl Bailey,1962.0,0,0
Tiago Splitter,1985.0,2,1
Tibor Pleiss,1990.0,0,0
Tierre Brown,1980.0,0,0
Tim Breaux,1971.0,1,1
Tim Duncan,1977.0,6,5
Tim Frazier,1991.0,0,0
Tim Hardaway,1967.0,0,0
Tim Hardaway,1993.0,0,0
Tim James,1977.0,0,0
Tim Kempton,1964.0,1,0
Tim Legler,1967.0,0,0
Tim McCormick,1963.0,0,0
Tim Ohlbrecht,1989.0,0,0
Tim Perry,1966.0,0,0
Tim Quarterman,1995.0,0,0
Tim Thomas,1978.0,0,0
Tim Young,1977.0,0,0
Timofey Mozgov,1987.0,2,1
Timothe Luwawu-Cabarrot,1996.0,0,0
Tiny Archibald,1949.0,1,1
Tito Horford,1966.0,0,0
Tito Maddox,1982.0,0,0
Tobias Harris,1993.0,0,0
Toby Bailey,1976.0,0,0
Toby Knight,1956.0,0,0
Tod Murphy,1964.0,0,0
Todd Day,1970.0,0,0
Todd Fuller,1975.0,0,0
Todd Lichti,1967.0,0,0
Todd MacCulloch,1976.0,2,0
Todd Mitchell,1967.0,0,0
Todd Mundt,1971.0,0,0
Tom Boswell,1954.0,1,1
Tom Chambers,1960.0,1,0
Tom Copa,1965.0,0,0
Tom Garrick,1967.0,0,0
Tom Gugliotta,1970.0,0,0
Tom Hammonds,1968.0,0,0
Tom Henderson,1952.0,3,1
Tom Hovasse,1967.0,0,0
Tom LaGarde,1956.0,1,1
Tom McMillen,1953.0,0,0
Tom Owens,1950.0,0,0
Tom Piotrowski,1961.0,0,0
Tom Scheffler,1955.0,0,0
Tom Sewell,1963.0,0,0
Tom Sluby,1963.0,0,0
Tom Tolbert,1966.0,0,0
Tomas Satoransky,1992.0,0,0
Toney Douglas,1987.0,1,0
Toni Kukoc,1969.0,4,3
Tony Allen,1982.0,2,1
Tony Battie,1977.0,1,0
Tony Bennett,1970.0,0,0
Tony Bobbitt,1980.0,0,0
Tony Brown,1961.0,1,0
Tony Campbell,1963.0,3,1
Tony Dawson,1968.0,0,0
Tony Delk,1974.0,0,0
Tony Dumas,1973.0,0,0
Tony Farmer,1970.0,0,0
Tony Harris,1968.0,0,0
Tony Massenburg,1968.0,1,1
Tony Mitchell,1990.0,0,0
Tony Mitchell,1993.0,0,0
Tony Parker,1983.0,5,4
Tony Smith,1969.0,1,0
Tony Snell,1992.0,0,0
Tony White,1966.0,0,0
Tony Wroten,1994.0,0,0
Torgeir Bryn,1965.0,0,0
Tornike Shengelia,1992.0,0,0
Torraye Braggs,1977.0,0,0
Toure' Murry,1990.0,0,0
Tracy Jackson,1960.0,0,0
Tracy McGrady,1980.0,0,0
Tracy Moore,1966.0,0,0
Tracy Murray,1972.0,1,1
Trajan Langdon,1977.0,0,0
Travis Best,1973.0,1,0
Travis Diener,1983.0,0,0
Travis Hansen,1979.0,0,0
Travis Knight,1975.0,1,1
Travis Leslie,1991.0,0,0
Travis Mays,1969.0,0,0
Travis Outlaw,1985.0,0,0
Travis Wear,1991.0,0,0
Travis Williams,1970.0,0,0
Tree Rollins,1956.0,1,0
Tremaine Fowlkes,1977.0,1,1
Trent Tucker,1960.0,1,1
Trenton Hassell,1980.0,0,0
Treveon Graham,1994.0,0,0
Trevor Ariza,1986.0,2,1
Trevor Booker,1988.0,0,0
Trevor Ruffin,1971.0,0,0
Trevor Wilson,1969.0,0,0
Trevor Winter,1974.0,0,0
Trey Burke,1993.0,0,0
Trey Gilder,1985.0,0,0
Trey Johnson,1985.0,0,0
Trey Lyles,1996.0,0,0
Trey Thompkins,1991.0,0,0
Tristan Thompson,1992.0,3,1
Troy Bell,1981.0,0,0
Troy Daniels,1992.0,0,0
Troy Hudson,1977.0,1,0
Troy Murphy,1981.0,0,0
Troy Williams,1995.0,0,0
Truck Robinson,1952.0,1,0
Ty Lawson,1988.0,0,0
Tyler Ennis,1995.0,0,0
Tyler Hansbrough,1986.0,0,0
Tyler Honeycutt,1991.0,0,0
Tyler Johnson,1993.0,0,0
Tyler Ulis,1996.0,0,0
Tyler Zeller,1990.0,0,0
Tyreke Evans,1990.0,0,0
Tyrone Corbin,1963.0,0,0
Tyrone Hill,1969.0,1,0
Tyrone Nesby,1976.0,0,0
Tyronn Lue,1978.0,3,2
Tyrus Thomas,1987.0,0,0
Tyshawn Taylor,1991.0,0,0
Tyson Chandler,1983.0,1,1
Tyson Wheeler,1976.0,0,0
Tyus Edney,1974.0,0,0
Tyus Jones,1997.0,0,0
Udonis Haslem,1981.0,5,3
Uros Slokar,1984.0,0,0
Uwe Blab,1963.0,0,0
Vander Blue,1993.0,0,0
Vassilis Spanoulis,1983.0,0,0
Vern Fleming,1963.0,0,0
Vernon Macklin,1987.0,0,0
Vernon Maxwell,1966.0,3,2
Viacheslav Kravtsov,1988.0,0,0
Victor Alexander,1970.0,0,0
Victor Claver,1989.0,0,0
Victor Oladipo,1993.0,0,0
Viktor Khryapa,1983.0,0,0
Vin Baker,1972.0,0,0
Vince Carter,1977.0,0,0
Vince Taylor,1961.0,0,0
Vincent Askew,1967.0,1,0
Vincent Yarbrough,1982.0,0,0
Vincenzo Esposito,1969.0,0,0
Vinnie Johnson,1957.0,3,2
Vinny Del,1967.0,0,0
Vitaly Potapenko,1976.0,0,0
Vitor Faverani,1989.0,0,0
Vlade Divac,1969.0,1,0
Vladimir Radmanovic,1981.0,2,1
Vladimir Stepania,1977.0,0,0
Voise Winters,1963.0,0,0
Von Wafer,1986.0,0,0
Vonteego Cummings,1977.0,0,0
Voshon Lenard,1974.0,0,0
Wade Baldwin,1997.0,0,0
Walker Russell,1961.0,1,0
Walker Russell,1983.0,0,0
Wallace Bryant,1960.0,0,0
Wally Szczerbiak,1978.0,0,0
Wally Walker,1955.0,3,2
Walt Williams,1971.0,0,0
Walter Berry,1965.0,0,0
Walter Bond,1970.0,0,0
Walter Davis,1955.0,0,0
Walter Herrmann,1980.0,0,0
Walter McCarty,1975.0,0,0
Walter Palmer,1969.0,0,0
Walter Sharpe,1987.0,0,0
Walter Tavares,1993.0,0,0
Wang Zhizhi,1978.0,0,0
Warren Kidd,1971.0,0,0
Wayman Tisdale,1965.0,0,0
Wayne Cooper,1957.0,2,0
Wayne Ellington,1988.0,0,0
Wayne Englestad,1967.0,0,0
Wayne Sappleton,1961.0,0,0
Wayne Selden,1995.0,0,0
Wayne Simien,1984.0,1,1
Wayne Turner,1977.0,0,0
Wes Matthews,1960.0,2,2
Wesley Johnson,1988.0,0,0
Wesley Matthews,1987.0,0,0
Wesley Person,1972.0,0,0
Will Barton,1991.0,0,0
Will Blalock,1984.0,0,0
Will Bynum,1983.0,0,0
Will Cherry,1992.0,1,0
Will Conroy,1983.0,0,0
Will Perdue,1966.0,4,4
Will Solomon,1979.0,0,0
William Avery,1980.0,0,0
William Bedford,1964.0,2,1
William Cunningham,1975.0,1,0
Willie Anderson,1967.0,0,0
Willie Burton,1969.0,0,0
Willie Cauley-Stein,1994.0,0,0
Willie Green,1982.0,0,0
Willie Reed,1991.0,0,0
Willie Warren,1990.0,0,0
Willie White,1963.0,0,0
Willy Hernangomez,1995.0,0,0
Wilson Chandler,1988.0,0,0
Winston Bennett,1966.0,0,0
Winston Crite,1966.0,0,0
Winston Garland,1965.0,0,0
World B. Free,1954.0,1,0
Xavier Henry,1992.0,0,0
Xavier McDaniel,1964.0,0,0
Xavier Munford,1993.0,0,0
Xavier Silas,1988.0,0,0
Yakhouba Diawara,1983.0,0,0
Yao Ming,1981.0,0,0
Yaroslav Korolev,1988.0,0,0
Yi Jianlian,1988.0,0,0
Yinka Dare,1973.0,0,0
Yogi Ferrell,1994.0,0,0
Yuta Tabuse,1981.0,0,0
Yvon Joseph,1958.0,0,0
Zabian Dowdell,1985.0,0,0
Zach LaVine,1996.0,0,0
Zach Randolph,1982.0,0,0
Zan Tabak,1971.0,2,1
Zarko Cabarkapa,1982.0,0,0
Zarko Paspalj,1967.0,0,0
Zaza Pachulia,1985.0,1,1
Zeljko Rebraca,1973.0,1,1
Zendon Hamilton,1976.0,0,0
Zoran Dragic,1990.0,0,0
Zoran Planinic,1983.0,0,0
Zydrunas Ilgauskas,1976.0,2,0
